,0,1,2,3,4
88,103.95887017250061,30.611107349395752,武兴路,2.2,18.7
89,103.96021127700806,30.611724257469177,武兴路,2.2,18.7
90,103.96038830280304,30.611799359321594,武兴路,2.2,18.7
91,103.96083354949951,30.611992478370667,武兴路,2.2,18.7
92,103.96144509315491,30.612260699272156,武兴路,2.2,18.7
93,103.96241068840027,30.61267375946045,武兴路,2.2,18.7
94,103.96242678165436,30.612791776657104,武兴路,2.2,18.7
95,103.96352112293243,30.613285303115845,武兴路,2.2,18.7
96,103.96639108657837,30.614588856697083,武兴路,2.2,18.7
97,103.96647691726685,30.61462640762329,武兴路,2.2,18.7
98,103.96672368049622,30.614739060401917,武兴路,2.2,18.7
99,103.96799504756927,30.615313053131104,武兴路,2.2,18.7
100,103.96861732006073,30.615602731704712,武兴路,2.2,18.7
101,103.9687031507492,30.61564564704895,武兴路,2.2,18.7
102,103.96894991397858,30.615752935409546,武兴路,2.2,18.7
103,103.96894991397858,30.615752935409546,武兴路,2.2,18.7
104,103.96987795829773,30.61617136001587,武兴路,2.2,18.7
105,103.97023737430573,30.616332292556763,武兴路,2.2,18.7
106,103.97063970565796,30.616514682769775,武兴路,2.2,18.7
107,103.97217392921448,30.617206692695618,武兴路,2.2,18.7
108,103.97330045700073,30.617710947990417,武兴路,2.2,18.7
109,103.97445917129517,30.618231296539307,武兴路,2.2,18.7
110,103.97452354431152,30.618263483047485,武兴路,2.2,18.7
111,103.974609375,30.618301033973694,武兴路,2.2,18.7
112,103.97515118122101,30.618547797203064,武兴路,2.2,18.7
113,103.97591292858124,30.618896484375,武兴路,2.2,18.7
114,103.97639572620392,30.61911106109619,武兴路,2.2,18.7
115,103.97645473480225,30.61913788318634,武兴路,2.2,18.7
116,103.97761344909668,30.61966896057129,武兴路,2.2,18.7
117,103.97832155227661,30.619980096817017,武兴路,2.2,18.7
118,103.97960901260376,30.620564818382263,武兴路,2.2,18.7
119,103.98150265216827,30.621417760849,武兴路,2.2,18.7
120,103.98199617862701,30.62165379524231,武兴路,2.2,18.7
121,103.98360550403595,30.6223726272583,武兴路,2.2,18.7
122,103.98371815681458,30.6224262714386,武兴路,2.2,18.7
123,103.98504316806793,30.623005628585815,武兴路,2.2,18.7
124,104.07517075538635,30.5659818649292,G4201成都绕城高速,1.7,53.2
125,104.07492399215698,30.56597113609314,G4201成都绕城高速,1.7,53.2
126,104.07362043857574,30.565906763076782,G4201成都绕城高速,1.7,53.2
127,104.07188773155212,30.565858483314514,G4201成都绕城高速,1.7,53.2
128,104.07152831554413,30.565847754478455,G4201成都绕城高速,1.7,53.2
129,104.07092213630676,30.565826296806335,G4201成都绕城高速,1.7,53.2
130,104.06992435455322,30.565804839134216,G4201成都绕城高速,1.7,53.2
131,104.06487107276917,30.565659999847412,G4201成都绕城高速,1.7,53.2
132,104.06417906284332,30.565654635429382,G4201成都绕城高速,1.7,53.2
133,104.06325101852417,30.565649271011353,G4201成都绕城高速,1.7,53.2
134,104.0625,30.565665364265442,G4201成都绕城高速,1.7,53.2
135,104.06237125396729,30.56567072868347,G4201成都绕城高速,1.7,53.2
136,104.06170070171356,30.56570291519165,G4201成都绕城高速,1.7,53.2
137,104.06103551387787,30.56575119495392,G4201成都绕城高速,1.7,53.2
138,104.06012892723083,30.565847754478455,G4201成都绕城高速,1.7,53.2
139,104.05857861042023,30.566099882125854,G4201成都绕城高速,1.7,53.2
140,104.05779004096985,30.566271543502808,G4201成都绕城高速,1.7,53.2
141,104.05710875988007,30.56643784046173,G4201成都绕城高速,1.7,53.2
142,104.05534386634827,30.566915273666382,G4201成都绕城高速,1.7,53.2
143,104.05442118644714,30.56718349456787,G4201成都绕城高速,1.7,53.2
144,104.05104160308838,30.568149089813232,G4201成都绕城高速,1.7,53.2
145,104.04878318309784,30.568776726722717,G4201成都绕城高速,1.7,53.2
146,104.0413910150528,30.570858120918274,G4201成都绕城高速,1.7,53.2
147,104.04052734375,30.571104884147644,G4201成都绕城高速,1.7,53.2
148,104.04037714004517,30.571147799491882,G4201成都绕城高速,1.7,53.2
149,104.03889656066895,30.571555495262146,G4201成都绕城高速,1.7,53.2
150,104.03671324253082,30.5721777677536,G4201成都绕城高速,1.7,53.2
151,104.03601586818695,30.572376251220703,G4201成都绕城高速,1.7,53.2
152,104.03466939926147,30.572757124900818,G4201成都绕城高速,1.7,53.2
153,104.03413832187653,30.572907328605652,G4201成都绕城高速,1.7,53.2
154,104.03360188007355,30.573057532310486,G4201成都绕城高速,1.7,53.2
155,104.03282940387726,30.573288202285767,G4201成都绕城高速,1.7,53.2
156,104.03207838535309,30.573513507843018,G4201成都绕城高速,1.7,53.2
157,104.03047978878021,30.574049949645996,G4201成都绕城高速,1.7,53.2
158,104.02924597263336,30.574505925178528,G4201成都绕城高速,1.7,53.2
159,104.02815163135529,30.574951171875,G4201成都绕城高速,1.7,53.2
160,104.02729868888855,30.575315952301025,G4201成都绕城高速,1.7,53.2
161,104.0262633562088,30.575798749923706,G4201成都绕城高速,1.7,53.2
162,104.02534067630768,30.576254725456238,G4201成都绕城高速,1.7,53.2
163,104.0239942073822,30.57696282863617,G4201成都绕城高速,1.7,53.2
164,104.02305543422699,30.577504634857178,G4201成都绕城高速,1.7,53.2
165,104.02075946331024,30.57895302772522,G4201成都绕城高速,1.7,53.2
166,104.02013182640076,30.579376816749573,G4201成都绕城高速,1.7,53.2
167,104.0185546875,30.580497980117798,G4201成都绕城高速,1.7,53.2
168,104.01820600032806,30.580744743347168,G4201成都绕城高速,1.7,53.2
169,104.01666641235352,30.581849813461304,G4201成都绕城高速,1.7,53.2
170,104.01566863059998,30.582568645477295,G4201成都绕城高速,1.7,53.2
171,104.01496589183807,30.583067536354065,G4201成都绕城高速,1.7,53.2
172,104.01383399963379,30.583840012550354,G4201成都绕城高速,1.7,53.2
173,104.01293277740479,30.584381818771362,G4201成都绕城高速,1.7,53.2
174,104.01234269142151,30.58470904827118,G4201成都绕城高速,1.7,53.2
175,104.01150584220886,30.585089921951294,G4201成都绕城高速,1.7,53.2
176,104.01080310344696,30.585384964942932,G4201成都绕城高速,1.7,53.2
177,104.0101808309555,30.585588812828064,G4201成都绕城高速,1.7,53.2
178,104.00949954986572,30.585776567459106,G4201成都绕城高速,1.7,53.2
179,104.00886654853821,30.58592677116394,G4201成都绕城高速,1.7,53.2
180,104.00880217552185,30.5859375,G4201成都绕城高速,1.7,53.2
181,104.00758981704712,30.586130619049072,G4201成都绕城高速,1.7,53.2
182,104.00731086730957,30.58615744113922,G4201成都绕城高速,1.7,53.2
183,104.00691390037537,30.5861896276474,G4201成都绕城高速,1.7,53.2
184,104.00635063648224,30.58622717857361,G4201成都绕城高速,1.7,53.2
185,104.00598585605621,30.586237907409668,G4201成都绕城高速,1.7,53.2
186,104.00489687919617,30.586264729499817,G4201成都绕城高速,1.7,53.2
187,104.00231122970581,30.58620572090149,G4201成都绕城高速,1.7,53.2
188,104.00187134742737,30.5861896276474,G4201成都绕城高速,1.7,53.2
189,103.99951636791229,30.586130619049072,G4201成都绕城高速,1.7,53.2
190,103.99723649024963,30.586071610450745,G4201成都绕城高速,1.7,53.2
191,103.99658203125,30.586055517196655,G4201成都绕城高速,1.7,53.2
192,103.99558961391449,30.586050152778625,G4201成都绕城高速,1.7,53.2
193,103.99510145187378,30.586050152778625,G4201成都绕城高速,1.7,53.2
194,103.99352967739105,30.586109161376953,G4201成都绕城高速,1.7,53.2
195,103.99232804775238,30.58622717857361,G4201成都绕城高速,1.7,53.2
196,103.99179697036743,30.586296916007996,G4201成都绕城高速,1.7,53.2
197,103.99117469787598,30.58640420436859,G4201成都绕城高速,1.7,53.2
198,103.99010181427002,30.586634874343872,G4201成都绕城高速,1.7,53.2
199,103.98942053318024,30.586817264556885,G4201成都绕城高速,1.7,53.2
200,103.98886799812317,30.58697819709778,G4201成都绕城高速,1.7,53.2
201,103.98809552192688,30.587241053581238,G4201成都绕城高速,1.7,53.2
202,103.98709237575531,30.58764338493347,G4201成都绕城高速,1.7,53.2
203,103.98636817932129,30.58797597885132,G4201成都绕城高速,1.7,53.2
204,103.98546695709229,30.58844804763794,G4201成都绕城高速,1.7,53.2
205,103.98454427719116,30.588989853858948,G4201成都绕城高速,1.7,53.2
206,103.98396492004395,30.589343905448914,G4201成都绕城高速,1.7,53.2
207,103.98288667201996,30.590068101882935,G4201成都绕城高速,1.7,53.2
208,103.98093402385712,30.59141993522644,G4201成都绕城高速,1.7,53.2
209,103.98093402385712,30.59141993522644,G4201成都绕城高速,1.7,53.2
210,103.98064970970154,30.591613054275513,G4201成都绕城高速,1.7,53.2
211,103.9782303571701,30.593281388282776,G4201成都绕城高速,1.7,53.2
212,103.97731304168701,30.59388756752014,G4201成都绕城高速,1.7,53.2
213,103.97579491138458,30.594847798347473,G4201成都绕城高速,1.7,53.2
214,103.974609375,30.595539808273315,G4201成都绕城高速,1.7,53.2
215,103.97429823875427,30.595722198486328,G4201成都绕城高速,1.7,53.2
216,103.97271037101746,30.596618056297302,G4201成都绕城高速,1.7,53.2
217,103.97213101387024,30.596923828125,G4201成都绕城高速,1.7,53.2
218,103.97076308727264,30.59763193130493,G4201成都绕城高速,1.7,53.2
219,103.96938979625702,30.598297119140625,G4201成都绕城高速,1.7,53.2
220,103.96736741065979,30.59920907020569,G4201成都绕城高速,1.7,53.2
221,103.96651983261108,30.599589943885803,G4201成都绕城高速,1.7,53.2
222,103.96584928035736,30.59987962245941,G4201成都绕城高速,1.7,53.2
223,103.9652967453003,30.600121021270752,G4201成都绕城高速,1.7,53.2
224,103.96235704421997,30.60141921043396,G4201成都绕城高速,1.7,53.2
225,103.9582371711731,30.603243112564087,G4201成都绕城高速,1.7,53.2
226,103.9563649892807,30.60416042804718,G4201成都绕城高速,1.7,53.2
227,103.95585536956787,30.6044340133667,G4201成都绕城高速,1.7,53.2
228,103.95553350448608,30.6046324968338,G4201成都绕城高速,1.7,53.2
229,103.95487904548645,30.605013370513916,G4201成都绕城高速,1.7,53.2
230,103.95450353622437,30.605249404907227,G4201成都绕城高速,1.7,53.2
231,103.95408511161804,30.605539083480835,G4201成都绕城高速,1.7,53.2
232,103.95311415195465,30.606247186660767,G4201成都绕城高速,1.7,53.2
233,103.95263671875,30.60666561126709,G4201成都绕城高速,1.7,53.2
234,103.95190715789795,30.607303977012634,G4201成都绕城高速,1.7,53.2
235,103.95131170749664,30.60791015625,G4201成都绕城高速,1.7,53.2
236,103.95090937614441,30.608333945274353,G4201成都绕城高速,1.7,53.2
237,103.95054996013641,30.608747005462646,G4201成都绕城高速,1.7,53.2
238,103.95006716251373,30.609342455863953,G4201成都绕城高速,1.7,53.2
239,103.94939124584198,30.610286593437195,G4201成都绕城高速,1.7,53.2
240,103.94915521144867,30.61064600944519,G4201成都绕城高速,1.7,53.2
241,103.94889235496521,30.611085891723633,G4201成都绕城高速,1.7,53.2
242,103.94877433776855,30.611289739608765,G4201成都绕城高速,1.7,53.2
243,103.94846856594086,30.611842274665833,G4201成都绕城高速,1.7,53.2
244,103.9481520652771,30.612486004829407,G4201成都绕城高速,1.7,53.2
245,103.94783020019531,30.613258481025696,G4201成都绕城高速,1.7,53.2
246,103.94762635231018,30.613800287246704,G4201成都绕城高速,1.7,53.2
247,103.94745469093323,30.614309906959534,G4201成都绕城高速,1.7,53.2
248,103.94721865653992,30.615103840827942,G4201成都绕城高速,1.7,53.2
249,103.94706845283508,30.615720748901367,G4201成都绕城高速,1.7,53.2
250,103.94686996936798,30.61667025089264,G4201成都绕城高速,1.7,53.2
251,103.94665539264679,30.617796778678894,G4201成都绕城高速,1.7,53.2
252,103.94647300243378,30.618896484375,G4201成都绕城高速,1.7,53.2
253,103.94549667835236,30.624770522117615,G4201成都绕城高速,1.7,53.2
254,103.94499242305756,30.62711477279663,G4201成都绕城高速,1.7,53.2
255,103.94452571868896,30.6288743019104,G4201成都绕城高速,1.7,53.2
256,103.94423067569733,30.6298828125,G4201成都绕城高速,1.7,53.2
257,103.94420921802521,30.629947185516357,G4201成都绕城高速,1.7,53.2
258,103.94372642040253,30.631433129310608,G4201成都绕城高速,1.7,53.2
259,103.94323825836182,30.632811784744263,G4201成都绕城高速,1.7,53.2
260,103.94183278083801,30.636556148529053,G4201成都绕城高速,1.7,53.2
261,103.94125878810883,30.63812255859375,G4201成都绕城高速,1.7,53.2
262,103.94099593162537,30.63887357711792,G4201成都绕城高速,1.7,53.2
263,103.9405345916748,30.640279054641724,G4201成都绕城高速,1.7,53.2
264,103.94035756587982,30.640869140625,G4201成都绕城高速,1.7,53.2
265,103.94023954868317,30.641244649887085,G4201成都绕城高速,1.7,53.2
266,103.94015371799469,30.641663074493408,G4201成都绕城高速,1.7,53.2
267,103.93992304801941,30.642768144607544,G4201成都绕城高速,1.7,53.2
268,103.93976747989655,30.643674731254578,G4201成都绕城高速,1.7,53.2
269,103.93963873386383,30.64457058906555,G4201成都绕城高速,1.7,53.2
270,103.93954753875732,30.6454074382782,G4201成都绕城高速,1.7,53.2
271,103.93948316574097,30.646432042121887,G4201成都绕城高速,1.7,53.2
272,103.9394348859787,30.648223757743835,G4201成都绕城高速,1.7,53.2
273,103.93941879272461,30.65185546875,G4201成都绕城高速,1.7,53.2
274,103.93940806388855,30.65334141254425,G4201成都绕城高速,1.7,53.2
275,103.93939197063446,30.654752254486084,G4201成都绕城高速,1.7,53.2
276,103.93936514854431,30.655508637428284,G4201成都绕城高速,1.7,53.2
277,103.93929541110992,30.656656622886658,G4201成都绕城高速,1.7,53.2
278,103.93919348716736,30.657654404640198,G4201成都绕城高速,1.7,53.2
279,103.93903255462646,30.6588077545166,G4201成都绕城高速,1.7,53.2
280,103.9389306306839,30.65937101840973,G4201成都绕城高速,1.7,53.2
281,103.93869996070862,30.660438537597656,G4201成都绕城高速,1.7,53.2
282,103.93854439258575,30.66106081008911,G4201成都绕城高速,1.7,53.2
283,103.93824934959412,30.66210687160492,G4201成都绕城高速,1.7,53.2
284,103.93813669681549,30.662477016448975,G4201成都绕城高速,1.7,53.2
285,103.93801867961884,30.662841796875,G4201成都绕城高速,1.7,53.2
286,103.93762171268463,30.664000511169434,G4201成都绕城高速,1.7,53.2
287,103.93677949905396,30.66635549068451,G4201成都绕城高速,1.7,53.2
288,103.93596947193146,30.6685870885849,G4201成都绕城高速,1.7,53.2
289,103.93527209758759,30.67053973674774,G4201成都绕城高速,1.7,53.2
290,103.93527209758759,30.67053973674774,G4201成都绕城高速,1.7,53.2
291,103.93513262271881,30.670968890190125,G4201成都绕城高速,1.7,53.2
292,103.93478393554688,30.672025680541992,G4201成都绕城高速,1.7,53.2
293,103.93430650234222,30.673667192459106,G4201成都绕城高速,1.7,53.2
294,103.93426895141602,30.673828125,G4201成都绕城高速,1.7,53.2
295,103.93411338329315,30.674450397491455,G4201成都绕城高速,1.7,53.2
296,103.93411338329315,30.674450397491455,G4201成都绕城高速,1.7,53.2
297,103.93388271331787,30.675437450408936,G4201成都绕城高速,1.7,53.2
298,103.93352329730988,30.677272081375122,G4201成都绕城高速,1.7,53.2
299,103.93343210220337,30.67781925201416,G4201成都绕城高速,1.7,53.2
300,103.93326580524445,30.678999423980713,G4201成都绕城高速,1.7,53.2
301,103.93312633037567,30.68009912967682,G4201成都绕城高速,1.7,53.2
302,103.93265426158905,30.684814453125,G4201成都绕城高速,1.7,53.2
303,103.93261671066284,30.685173869132996,G4201成都绕城高速,1.7,53.2
304,103.93246114253998,30.686740279197693,G4201成都绕城高速,1.7,53.2
305,103.93240213394165,30.687389373779297,G4201成都绕城高速,1.7,53.2
306,103.9323377609253,30.68803310394287,G4201成都绕城高速,1.7,53.2
307,103.93225193023682,30.68908452987671,G4201成都绕城高速,1.7,53.2
308,103.93218219280243,30.69083333015442,G4201成都绕城高速,1.7,53.2
309,103.93217146396637,30.691182017326355,G4201成都绕城高速,1.7,53.2
310,103.93216609954834,30.69126784801483,G4201成都绕城高速,1.7,53.2
311,103.93216609954834,30.691359043121338,G4201成都绕城高速,1.7,53.2
312,103.93217146396637,30.69284498691559,G4201成都绕城高速,1.7,53.2
313,103.93221437931061,30.693933963775635,G4201成都绕城高速,1.7,53.2
314,103.9323216676712,30.695489645004272,G4201成都绕城高速,1.7,53.2
315,103.93234848976135,30.69580078125,G4201成都绕城高速,1.7,53.2
316,103.93235385417938,30.69583296775818,G4201成都绕城高速,1.7,53.2
317,103.93240213394165,30.696364045143127,G4201成都绕城高速,1.7,53.2
318,103.93246650695801,30.696889758110046,G4201成都绕城高速,1.7,53.2
319,103.9325362443924,30.697474479675293,G4201成都绕城高速,1.7,53.2
320,103.93275618553162,30.698933601379395,G4201成都绕城高速,1.7,53.2
321,103.93324434757233,30.701680183410645,G4201成都绕城高速,1.7,53.2
322,103.93367350101471,30.70400834083557,G4201成都绕城高速,1.7,53.2
323,103.93382370471954,30.704947113990784,G4201成都绕城高速,1.7,53.2
324,103.93408119678497,30.706701278686523,G4201成都绕城高速,1.7,53.2
325,103.93409192562103,30.706787109375,G4201成都绕城高速,1.7,53.2
326,103.93425822257996,30.708208680152893,G4201成都绕城高速,1.7,53.2
327,103.93442988395691,30.71003258228302,G4201成都绕城高速,1.7,53.2
328,103.93456399440765,30.712344646453857,G4201成都绕城高速,1.7,53.2
329,103.93460154533386,30.7137930393219,G4201成都绕城高速,1.7,53.2
330,103.93464982509613,30.71675419807434,G4201成都绕城高速,1.7,53.2
331,103.93466591835022,30.7177734375,G4201成都绕城高速,1.7,53.2
332,103.93467128276825,30.718358159065247,G4201成都绕城高速,1.7,53.2
333,103.93470883369446,30.719146728515625,G4201成都绕城高速,1.7,53.2
334,103.9346981048584,30.71955978870392,G4201成都绕城高速,1.7,53.2
335,103.9347517490387,30.720847249031067,G4201成都绕城高速,1.7,53.2
336,103.93484830856323,30.722397565841675,G4201成都绕城高速,1.7,53.2
337,103.93491804599762,30.723196864128113,G4201成都绕城高速,1.7,53.2
338,103.93493950366974,30.723416805267334,G4201成都绕城高速,1.7,53.2
339,103.93496096134186,30.723642110824585,G4201成都绕城高速,1.7,53.2
340,103.9350950717926,30.724897384643555,G4201成都绕城高速,1.7,53.2
341,103.93513262271881,30.725213885307312,G4201成都绕城高速,1.7,53.2
342,103.93522918224335,30.725921988487244,G4201成都绕城高速,1.7,53.2
343,103.9354920387268,30.72776734828949,G4201成都绕城高速,1.7,53.2
344,103.93565833568573,30.728711485862732,G4201成都绕城高速,1.7,53.2
345,103.93566370010376,30.728759765625,G4201成都绕城高速,1.7,53.2
346,103.93571734428406,30.729135274887085,G4201成都绕城高速,1.7,53.2
347,103.93613040447235,30.731173753738403,G4201成都绕城高速,1.7,53.2
348,103.93624305725098,30.73172628879547,G4201成都绕城高速,1.7,53.2
349,103.93786311149597,30.73974609375,G4201成都绕城高速,1.7,53.2
350,103.93788456916809,30.739853382110596,G4201成都绕城高速,1.7,53.2
351,103.93820106983185,30.741178393363953,G4201成都绕城高速,1.7,53.2
352,103.93841028213501,30.7419615983963,G4201成都绕城高速,1.7,53.2
353,103.93850147724152,30.742288827896118,G4201成都绕城高速,1.7,53.2
354,103.93885552883148,30.743356347084045,G4201成都绕城高速,1.7,53.2
355,103.93905401229858,30.743849873542786,G4201成都绕城高速,1.7,53.2
356,103.93934369087219,30.74451506137848,G4201成都绕城高速,1.7,53.2
357,103.93958508968353,30.74502468109131,G4201成都绕城高速,1.7,53.2
358,103.93977284431458,30.745410919189453,G4201成都绕城高速,1.7,53.2
359,103.94005179405212,30.745925903320312,G4201成都绕城高速,1.7,53.2
360,103.94060969352722,30.746880769729614,G4201成都绕城高速,1.7,53.2
361,103.94093155860901,30.747379660606384,G4201成都绕城高速,1.7,53.2
362,103.94110858440399,30.747642517089844,G4201成都绕城高速,1.7,53.2
363,103.94184350967407,30.74870467185974,G4201成都绕城高速,1.7,53.2
364,103.94331336021423,30.750732421875,G4201成都绕城高速,1.7,53.2
365,103.94443988800049,30.752304196357727,G4201成都绕城高速,1.7,53.2
366,103.94508898258209,30.753183960914612,G4201成都绕城高速,1.7,53.2
367,103.9454698562622,30.75371503829956,G4201成都绕城高速,1.7,53.2
368,103.94608676433563,30.754567980766296,G4201成都绕城高速,1.7,53.2
369,103.94702017307281,30.755860805511475,G4201成都绕城高速,1.7,53.2
370,103.94730985164642,30.75626850128174,G4201成都绕城高速,1.7,53.2
371,103.94730985164642,30.75626850128174,G4201成都绕城高速,1.7,53.2
372,103.9477390050888,30.756847858428955,G4201成都绕城高速,1.7,53.2
373,103.94843637943268,30.75775980949402,G4201成都绕城高速,1.7,53.2
374,103.94948244094849,30.759068727493286,G4201成都绕城高速,1.7,53.2
375,103.95079135894775,30.760592222213745,G4201成都绕城高速,1.7,53.2
376,103.95141899585724,30.761300325393677,G4201成都绕城高速,1.7,53.2
377,103.95181596279144,30.76171875,G4201成都绕城高速,1.7,53.2
378,103.95223438739777,30.762158632278442,G4201成都绕城高速,1.7,53.2
379,103.95263671875,30.762566328048706,G4201成都绕城高速,1.7,53.2
380,103.95265817642212,30.762587785720825,G4201成都绕城高速,1.7,53.2
381,103.95401000976562,30.76392352581024,G4201成都绕城高速,1.7,53.2
382,103.9565634727478,30.766321420669556,G4201成都绕城高速,1.7,53.2
383,103.96170258522034,30.771074295043945,G4201成都绕城高速,1.7,53.2
384,103.9624696969986,30.771798491477966,G4201成都绕城高速,1.7,53.2
385,103.96349430084229,30.772705078125,G4201成都绕城高速,1.7,53.2
386,103.96374642848969,30.77292501926422,G4201成都绕城高速,1.7,53.2
387,103.96470665931702,30.7737135887146,G4201成都绕城高速,1.7,53.2
388,103.96509289741516,30.774008631706238,G4201成都绕城高速,1.7,53.2
389,103.96607995033264,30.77469527721405,G4201成都绕城高速,1.7,53.2
390,103.9665949344635,30.775033235549927,G4201成都绕城高速,1.7,53.2
391,103.96723866462708,30.77540874481201,G4201成都绕城高速,1.7,53.2
392,103.96811842918396,30.775870084762573,G4201成都绕城高速,1.7,53.2
393,103.96893918514252,30.776261687278748,G4201成都绕城高速,1.7,53.2
394,103.96958827972412,30.776540637016296,G4201成都绕城高速,1.7,53.2
395,103.97050559520721,30.776894688606262,G4201成都绕城高速,1.7,53.2
396,103.97155702114105,30.7772433757782,G4201成都绕城高速,1.7,53.2
